startup_name,industry,country,founded_year,startup_age,funding_stage,total_funding_usd,team_size,monthly_revenue_usd,annual_revenue_usd,active_users,customer_growth_rate,burn_rate,runway_months,valuation_usd,business_model,number_of_competitors,market_size_usd,market_growth_rate,founder_experience_years,previous_startups,employee_growth_rate,customer_retention_rate,profitability,startup_stage,acquisition_status,ipo_status,success_label,startup_description,website,logo_url,headquarters_city,headquarters_state,headquarters_country,funding_round_date,top_investor,competitor_1,competitor_2,competitor_3,market_trend_score,innovation_score,investor_interest_score,technology_stack,target_audience,unique_selling_proposition,startup_stage_description,employee_count_last_year,monthly_active_users_last_year,customer_acquisition_cost_usd,lifetime_value_usd
ByteIq,Edtech,India,2023,3,Bootstrapped,31780.0,2.0,0.0,0.0,19182.0,-0.1037,0.0,1.1,165000.0,B2C,20.0,4095793565.0,0.1257,12.0,2.0,-0.2653,0.4612,False,Ideation,Not Acquired,Private,Failed,"An interactive online academy focusing on live B2C coding classes for kids and teenagers in Tier-1/2 cities. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.byteiq.com,https://placehold.co/200x200?text=ByteIq,Pune,Maharashtra,India,2023-08-16,Blume Ventures,UpGrad,Physics Wallah,Adda247,21,100,22,"Node.js, React, PostgreSQL, AWS CloudFront, Zoom API, Redis, Docker",Parents looking for personalized after-school coding and math modules.,Gamified coding sandbox providing interactive story-based programming modules for school kids.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,15690.0,43.08,136.82
Sutramandi,Proptech,India,2024,2,Bootstrapped,7090.0,56.0,0.0,0.0,15065.0,-0.1122,20818.63,1.4,33000.0,Transactional,9.0,4675075086.0,0.164,1.0,1.0,-0.3854,0.3707,False,Ideation,Not Acquired,Private,Failed,A real estate platform digitizing Transactional commercial property leasing and tenant compliance workflows. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.sutramandi.com,https://placehold.co/200x200?text=Sutramandi,Bengaluru,Karnataka,India,2024-04-20,Y Combinator,99acres,NestAway,Magicbricks,96,67,37,"Flutter, Node.js, Express, MySQL, AWS, Google Places API",Individual landlords tracking rents and tenants across residential buildings.,"All-in-one digital tenant onboarding, rent collection, and repairs log application.",Struggling to sustain daily operations due to cash runway constraints and customer churn.,45.0,12938.0,502.35,2489.47
EduRide,Proptech,India,2019,7,Series B,21686173.0,125.0,588222.0,7058664.0,8179.0,0.0838,0.0,999.0,85270000.0,SaaS,4.0,182262001.0,0.0577,7.0,1.0,0.2078,0.7678,True,Scaling,Not Acquired,Private,Successful,"A property management startup providing SaaS digital rent collection and security automation software. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.eduride.com,https://placehold.co/200x200?text=EduRide,New Delhi,Delhi,India,2023-08-23,Peak XV Partners,Magicbricks,Housing.com,NoBroker,78,38,61,"Next.js, Python, FastAPI, PostgreSQL, GCP, Elasticsearch, Docker",Commercial property brokers managing multi-tenant office parks.,Zero-brokerage rental platform providing 100% verified tenant credit and background reports.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",115.0,7240.0,291.31,1156.75
IndoMind,CleanTech,India,2020,6,Series C,95736884.0,491.0,2283456.0,27401472.0,5337.0,0.182,0.0,999.0,388750000.0,B2B,8.0,2491413091.0,0.2381,15.0,3.0,0.5132,0.839,True,Mature,Not Acquired,Private,Successful,"An electric vehicle startup building a smart B2B battery-swapping network for commercial 3-wheelers. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.indomind.com,https://placehold.co/200x200?text=IndoMind,Noida,Uttar Pradesh,India,2025-10-14,Temasek,Ather Energy,ReNew Power,Avanse,69,55,95,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Commercial fleet operators managing electric three-wheeler logistics.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",422.0,3935.0,850.22,2720.23
Desipay,Cybersecurity,India,2021,5,Series B,29874422.0,174.0,761998.0,9143976.0,461327.0,0.356,0.0,999.0,199864000.0,Freemium,4.0,12773283862.0,0.2194,15.0,3.0,1.0849,0.7674,True,Scaling,Not Acquired,Private,Successful,A cloud security startup delivering Freemium continuous threat monitoring and automated patch deployment. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.desipay.com,https://placehold.co/200x200?text=Desipay,Bengaluru,Karnataka,India,2023-03-11,Nexus Venture Partners,Kratikal,Lucideus (Safe Security),Securden,34,100,65,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Fintech and banking startups working to meet strict regulatory audits.,Continuous automated attack surface testing platform that identifies developer credential leaks.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",133.0,340661.0,311.84,1163.15
CredStack Services,AI & Machine Learning,India,2022,4,Series B,15477998.0,170.0,303188.0,3496248.0,1496183.0,0.079,415510.25,8.3,79528000.0,B2C,4.0,12296082695.0,0.3805,13.0,0.0,0.3122,0.5688,False,Scaling,Not Acquired,Private,Successful,"An enterprise AI platform providing B2C predictive maintenance systems for heavy manufacturing equipment. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.credstackservices.com,https://placehold.co/200x200?text=CredStack%20Services,Mumbai,Maharashtra,India,2025-11-04,Lightspeed India,Yellow.ai,Fractal Analytics,Arya.ai,73,32,78,"Python, PyTorch, Django, MySQL, AWS, PySpark, Docker",Enterprise customer service divisions wishing to automate voice operations.,Edge-deployed computer vision model that detects manufacturing defects in low-light environments.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",123.0,1384134.0,1630.99,6512.06
Dukaanzone Digital,Fintech,India,2024,2,Seed,768842.0,3.0,13436.0,161232.0,15.0,0.11,4122.86,48.0,3793000.0,B2B,23.0,495790718.0,0.1941,11.0,2.0,0.3326,0.6227,False,Early Traction,Not Acquired,Private,Failed,"A modern financial technology startup building secure B2B APIs to help businesses automate treasury and payouts. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.dukaanzonedigital.com,https://placehold.co/200x200?text=Dukaanzone%20Digital,Mumbai,Maharashtra,India,2024-05-11,Sequoia Spark,Juspay,PhonePe,Cred,28,45,54,"Go, Gin, React, MySQL, GCP, Redis, RabbitMQ, Kubernetes",Gig workers and freelance professionals in Tier-1/2 Indian cities.,Instant payment settlements with zero transaction fees for small merchants.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,2.0,9.0,67.77,287.0
Veloshare,Logistics,India,2022,4,Series B,6636864.0,68.0,445074.0,5340888.0,61549.0,0.1475,0.0,999.0,27747000.0,Transactional,7.0,9177708134.0,0.1398,16.0,3.0,0.4624,0.7736,True,Scaling,Not Acquired,Private,Successful,"A smart cold-chain tracking system providing Transactional temperature telemetry and automated alerts for fresh produce. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.veloshare.com,https://placehold.co/200x200?text=Veloshare,Hyderabad,Telangana,India,2024-04-07,Peak XV Partners,Dunzo,Shadowfax,Shiprocket,79,67,73,"Node.js, Express, Flutter, MongoDB, GCP, Redis, Docker, Celery",D2C brands seeking same-day and next-day distribution optimization.,Freight price bidding terminal linking micro-truckers with warehouse operators.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",56.0,59136.0,320.01,989.61
MantraDesk Fintech,CleanTech,India,2025,1,Bootstrapped,30016.0,1.0,2335.0,28020.0,4.0,0.0075,8853.7,2.4,160000.0,B2B,6.0,1928901130.0,0.2774,2.0,4.0,0.0954,0.6537,False,Ideation,Not Acquired,Private,Failed,"A sustainability platform offering B2B carbon accounting software for enterprise manufacturing plants. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.mantradeskfintech.com,https://placehold.co/200x200?text=MantraDesk%20Fintech,Noida,Uttar Pradesh,India,2026-01-05,Blume Ventures,Ather Energy,BluSmart,Yulu,59,30,18,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Commercial fleet operators managing electric three-wheeler logistics.,Enterprise carbon ledger software that automatically scrapes utilities usage invoices.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,3.0,914.62,4062.51
CloudNet,Cybersecurity,India,2024,2,Seed,729721.0,4.0,46270.0,555240.0,13175.0,0.1143,0.0,999.0,2219000.0,Transactional,7.0,5591198609.0,0.1802,13.0,3.0,0.3435,0.8284,True,Early Traction,Not Acquired,Private,Successful,"A cloud security startup delivering Transactional continuous threat monitoring and automated patch deployment. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.cloudnet.com,https://placehold.co/200x200?text=CloudNet,Chennai,Tamil Nadu,India,2025-11-20,Sequoia Spark,Sequretek,Lucideus (Safe Security),Quick Heal,27,72,60,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Fintech and banking startups working to meet strict regulatory audits.,Decentralized secure identity vault built on zero-knowledge cryptographic proofs.,"Acquiring paid users, optimizing pricing strategies, and achieving early product-market fit.",3.0,11223.0,685.64,2261.78
MantraNest,Logistics,India,2023,3,Series A,6595693.0,60.0,644358.0,7732296.0,534169.0,0.2532,0.0,999.0,24252000.0,Marketplace,8.0,7778204691.0,0.2342,5.0,0.0,0.7758,0.8351,True,Scaling,Not Acquired,Private,Successful,"A freight logistics startup providing an on-demand Marketplace marketplace matching shippers with empty container trucks. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.mantranest.com,https://placehold.co/200x200?text=MantraNest,Bengaluru,Karnataka,India,2025-07-19,Matrix Partners India,Shiprocket,Dunzo,ElasticRun,64,77,96,"Java, Python, PostgreSQL, AWS IoT, Apache Kafka, Docker, Kubernetes, Google Maps",Small trucking companies trying to reduce deadhead return miles.,Dynamic routing algorithm that reduces last-mile dispatch miles by up to 25%.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",41.0,416213.0,433.55,2021.51
ZettaTech Fintech,CleanTech,India,2018,8,Series A,5577996.0,28.0,81063.0,972756.0,11647.0,0.0572,40555.93,13.2,25553000.0,Marketplace,21.0,11651852895.0,0.2992,11.0,0.0,0.2245,0.82,False,Scaling,Not Acquired,Private,Failed,"A renewable energy enterprise providing Marketplace solar microgrid control systems for rural Indian communities. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.zettatechfintech.com,https://placehold.co/200x200?text=ZettaTech%20Fintech,Bengaluru,Karnataka,India,2020-08-23,Lightspeed India,BluSmart,Yulu,Lithium Logistics,21,70,21,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Manufacturing compliance departments auditing scopes of factory emissions.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,24.0,7742.0,961.14,3855.17
LogiPe,Cybersecurity,India,2017,9,Series B,19732883.0,132.0,1181100.0,14173200.0,127147.0,0.0922,0.0,999.0,83317000.0,Transactional,3.0,2435224134.0,0.29,14.0,3.0,0.3621,0.779,True,Scaling,Acquired,Private,Successful,"An automated compliance platform helping fintech startups achieve instant regulatory certification via a Transactional dashboard. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.logipe.com,https://placehold.co/200x200?text=LogiPe,Bengaluru,Karnataka,India,2021-02-10,Lightspeed India,Instasafe,Quick Heal,Lucideus (Safe Security),67,84,83,"Python, Rust, FastAPI, PostgreSQL, GCP, Docker, Kubernetes, Terraform",Direct-to-consumer platforms handling high volumes of online user accounts.,Decentralized secure identity vault built on zero-knowledge cryptographic proofs.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",94.0,120387.0,884.24,4358.71
RiderMoney Services,CleanTech,India,2025,1,Series A,6289975.0,68.0,451441.0,5417292.0,588.0,0.3346,0.0,999.0,19532000.0,B2B,7.0,3729015105.0,0.2991,7.0,1.0,1.094,0.9281,True,Ideation,Not Acquired,Private,Successful,"A renewable energy enterprise providing B2B solar microgrid control systems for rural Indian communities. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.ridermoneyservices.com,https://placehold.co/200x200?text=RiderMoney%20Services,Bengaluru,Karnataka,India,2026-09-04,Matrix Partners India,Yulu,ReNew Power,Ather Energy,76,31,91,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Residential residential societies installing community rooftop solar panels.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",47.0,355.0,683.54,2491.8
Khatamoney,SaaS,India,2021,5,Seed,969292.0,13.0,19763.0,237156.0,313.0,0.119,17780.12,19.8,5103000.0,SaaS,22.0,2323250675.0,0.1722,13.0,0.0,0.309,0.8165,True,Early Traction,Not Acquired,Private,Failed,"A customer-experience SaaS platform that automates omnichannel marketing workflows using natural language processing. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.khatamoney.com,https://placehold.co/200x200?text=Khatamoney,Mumbai,Maharashtra,India,2022-03-15,Indian Angel Network,MoEngage,Chargebee,BrowserStack,99,45,13,"Python, FastAPI, Vue.js, PostgreSQL, GCP, Firebase, Docker",Software engineering and DevOps teams in high-growth technology companies.,Advanced no-code workflow automations that sync legacy databases to modern cloud channels.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,12.0,303.0,429.08,1468.32
YatraMoney,Healthcare,India,2021,5,Series A,4046078.0,39.0,183799.0,2205588.0,177787.0,0.11399999999999999,0.0,999.0,20214000.0,Freemium,7.0,26754297677.0,0.3827,3.0,3.0,0.3754,0.7013,True,Scaling,Not Acquired,Private,Failed,"A diagnostic-tech company leveraging Freemium distribution to deliver rapid pathology lab tests directly to homes. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.yatramoney.com,https://placehold.co/200x200?text=YatraMoney,Pune,Maharashtra,India,2023-02-01,Peak XV Partners,Medika,Cult.fit,Practo,54,98,23,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Independent doctors and clinical groups wanting to digitize their prescription cards.,"An integrated digital health wallet combining health records, insurance, and doctor chats.",Struggling to sustain daily operations due to cash runway constraints and customer churn.,29.0,119639.0,42.49,178.59
